a,b
0.5220216291400386,-1.1625799505370122
0.06994680715926799,0.32467623641823723
0.8692301472044499,-0.032393791732829844
0.42455382894673,0.3518475221349406
-0.22096010602273336,-1.7027485737756853
-0.6320863308326365,-0.08925406235766274
-0.4556990773431505,-0.8225545609425579
-0.6818740458680869,-1.8316276370318858
0.3871629508638823,-0.53756781393868
-0.009747948213964295,-1.3197447627663574
-1.3449619496821865,0.014571230071742106
-0.010275175700030193,2.6063399893309667
0.7044854166704496,-0.5310541357472135
-1.9586390844225614,1.3799700453069415
0.15370906889037023,-0.7403609055947807
1.2330667020753079,-1.33295467310089
-0.5043424113948016,0.11007434366564879
1.3497635122201566,-0.1270040820730009
0.7315156783892969,-0.6003230886807545
1.0116212048904827,-0.8926930188463629
-0.6371944271294185,0.4621453773712357
-0.19476339137544738,0.20455337753909167
1.1037186057834536,-1.8467698807997774
-0.07256974379617759,1.2638631673437846
0.061509296934841286,0.8875688282209127
0.5565590544593183,-0.92589969712262
0.7086122683230989,-0.4925757001271377
0.033909635367594435,-0.6706118574762115
1.5268935660586491,1.6716763561510668
0.7970763168363943,0.49600226136410913
1.3270944723116145,-0.5254119714770487
-0.11350925213016128,0.36538462168446617
0.25964011121067077,0.8773913241967469
1.8450940334317791,0.8739345815743085
-0.5910131933184908,0.25531150638488487
-0.8666173386305439,-0.6886832384227339
-0.2518584940777294,0.1297307795000364
-1.0925955197814872,0.0769607565074894
1.3461284574350092,1.6142486036324777
-0.9592433056667296,-0.02500847213082663
-0.062041420800317784,0.6866923519906939
0.10206145042933429,-0.40629552075791053
2.617781455007692,0.9463869553113596
0.7455597598665998,-0.5134218700888149
0.356757090406086,-0.13813229205092042
-0.22715321989009413,-0.03279875258252263
0.201102596190083,-0.3951290583152317
1.0055875318093086,0.19360934396032406
-0.16774056227288203,-0.1018750496570921
0.9046516719395479,0.10277917689285021
1.0519648718142092,-0.3449488610774247
0.1398731021601007,1.3288974156436455
1.305265909556765,1.098549910594801
-1.128620586845319,0.2309500655067505
1.2574519494376455,0.39011310708128627
-0.49953506253552477,0.022590508058573766
0.5531511078374354,0.36191378120514467
0.32257916617827065,0.5894935668521899
1.5408365614163868,1.4197049198248815
-0.6325284286882553,-0.4260475181738499
-0.057332401185245185,-0.06274206658185322
1.2409801167446577,1.08222527106376
-0.3090474707679679,-0.5586623329120814
-1.170763625888853,0.360799643436364
-0.7048447126604278,-1.0349815034130274
-1.060509210773593,0.5583974177534986
-1.2203439423066307,0.15171721957292933
-0.14481568095959732,-0.39994887722775385
-0.4395892518096889,-0.338489121112721
-0.06732983270075585,0.821213772281189
-0.35138550798415985,-0.5813492614931607
-0.06839808514863985,-0.43036718615587594
0.9923328474910589,0.7927141230733349
0.4161162632601192,-0.17839013051987862
0.49199175383344446,-0.36123876627721485
-0.46736612962427165,-0.3575979016240214
0.11334041118516813,1.4410369862023222
-0.1762808982623375,-0.31905072966961134
-0.41338738655818136,0.3549531985970046
-0.8499795986106345,0.8815175718893706
1.56423250644475,1.2952984548937532
-0.3393675081729823,-0.9252898500955795
-2.1897868907573037,-0.24609280467055972
-1.294155812010861,0.38579696061227853
-1.0515012040356841,0.813592909526887
0.34700934041795223,0.9208297638453928
-0.5021624277393621,0.3284092958048427
-0.6884983541915235,1.4662536327541624
-1.2461016956712274,-0.666946848696873
-0.35941674387631256,0.3654868414040573
-1.6450641000770465,-1.916616504948646
-0.22068174151724454,-0.3414759735293842
0.10220678196043931,0.06877483954737235
1.0712995010099402,1.1477399640104506
-1.5577126785719004,1.1286880670307609
-0.32829101509551484,-0.17377543125977252
0.22591698644351432,1.5421792877844998
0.5634727936391873,1.0858885795504154
0.26797016545168895,0.1399842791474921
0.7655749723306321,-0.06997010890848726
-0.9511357248222859,-0.1758059211026605
-1.0194013804902178,-0.41024362599872377
-0.7629525098006931,0.9937134323583564
-0.27267921887393964,-0.35677112213942086
-1.9237098047829824,-1.022038911706202
0.47847473331432144,0.5557919638616343
-1.2029862151444934,0.877695143596777
0.9028496834675453,-0.39221479214600996
-1.2884272805258348,-1.1236387131775325
-0.2174145668464714,0.2896450704202224
-1.505520001947942,-0.48689466720653773
-0.791722284910973,-0.23878269689916973
-0.8833769273182426,-1.3560062128248518
0.06405278803796932,1.099063922329482
0.2416458845220819,1.0150070659624653
-1.2838479454730967,-2.0408573059582475
-0.2170147078103507,-2.8384797854061956
0.16001603067485973,-0.21304155654685952
-1.2707888333256145,0.5339941461692179
