a,b
-0.7362603791712916,1.1384949577488506
0.4402601744726586,0.9662836656185493
0.7319000412940171,0.7869989081810338
0.2543158997929464,0.2934844058545143
-1.8077148428900984,1.8216745885973828
1.0532352982840671,0.38929578654604335
-2.6616863771065966,-0.4214613598007681
-1.0763390265594648,-1.0099819639068013
0.4846910490814018,-0.778994182446108
0.17079058136751119,0.5236327395136805
0.12971068300879304,2.1149981620373928
-0.3864079830601256,0.015515048262047141
1.1996264061996615,-0.630578051566245
-1.0702693954581595,0.759480457055659
-1.1578108378837908,0.27551913505165954
-0.27151370644206535,0.8592146867045914
-0.07152462610991468,-0.5423707899595417
-0.8626460605006426,-1.2170622862481582
-0.7899768498237367,-1.6545644212530668
0.30038392198859865,-1.8210779620578283
-0.16608104428416587,0.7966934248131325
0.29865667808289165,1.5436975284297794
1.7377107654505075,0.35006753553808434
0.3116878565035017,-1.8914709794065763
-0.4171080443106248,-0.350081845455936
0.19152002984180022,-0.2647547816145235
0.16138535256655456,0.08922265668296409
0.02454563477556232,-0.04034587257479212
-0.8879633140464,-0.8026480785452142
0.129460647159933,-0.026405776928810756
-0.10416980337320866,-0.22849463284977264
0.13618252522312446,-0.8211802306582789
0.037340813303427776,-0.6807629455173686
-0.2997220747955739,-0.5322455390147915
-0.1269858371487827,-0.6413427373395599
0.006597617081819052,-0.44580439046944903
0.3293545144468791,-0.48762924880110914
0.3566794256032618,-0.9340626973796341
-0.5007479271128944,-0.41993476124071066
0.1007851802617852,-0.2645326889549323
-0.03180551959874963,-0.5800468435959
0.04355664247885645,-0.708175174505789
0.13423313881350768,-0.14462612927669816
0.4082356500387978,-0.5435115906741168
0.3856017183232908,-0.1215031785453273
-0.7099659156762748,-0.8219530842710168
-0.26061966403875364,-0.2912445080155742
-0.4886039633523757,-0.9563948005048233
-0.6439032138904284,-0.28435851002555845
-0.16563866178953301,-0.301354543223088
-0.3252146469216942,-0.82720075722145
0.03937154907977168,-0.4524411138870299
-0.03286221301428395,-0.6760029353742664
-0.039216784556617375,-0.5506882212955573
0.595134392827479,-0.052173028098816715
-0.2287675889642571,-1.085969808134243
0.23773582843406313,-0.3876228823522059
-0.26028039358152816,-0.03039813687617175
-0.4229580097972323,-0.1648380360468141
-0.4860145306983692,-0.18268836766899998
-0.5945216168225179,0.037243319058847105
-0.33088436888506534,-0.845778670045603
-0.14027501049162544,0.05269763206461338
-0.2594568971863883,-0.4529377446077517
0.11589423743063831,-0.7656431347723315
-0.5581943563589229,-0.4305436048332926
0.13960218672532915,-0.007491384647419254
-0.5006968558608142,-0.7468896809060364
0.21131576055865292,-0.05793683650177423
-0.5142163856760804,-0.46178207029894086
-0.29410470553905876,-0.5401935852342317
-0.22841694808607305,-1.0835496674567753
-0.44229853086287835,-0.9747685889951331
0.110801805744416,-0.37565528595958764
-0.3661347185194679,-0.3102779505343018
-0.353058807471399,-0.09880914563377802
-0.026647736919947207,-0.6187887824475404
-0.14945517130449953,-0.6330062239583947
-0.21246013803977254,-0.07877575125239586
-0.3135371558412019,-0.3323846368164097
-0.5603348980183211,-0.5283423050194637
-0.3753960804917413,-0.767063583656787
-1.0143280783043798,-0.47873964628502896
-0.46203701102098926,-0.4252360476272559
-0.6499724307318098,-0.5490906756439003
-0.29983289242075367,-0.5884356661127474
-0.10005946202900906,-0.6180499036675047
-0.42722674703009084,-0.896047448051343
-0.49611354838231925,-0.8748790716838202
-0.4576246526311579,-0.44315852294565583
-0.7066532163137589,-0.9115929676875429
-0.04630517717415161,-0.19976947224211128
-1.0652201450304573,-0.25442139625275484
-0.3310473681121988,-0.002832813272391002
-0.11571184872289736,-0.43869358716959117
-1.0624144866448182,-0.7110239908657124
-0.5834074561458504,-0.7407662930476155
-0.2791810691902892,-1.1825371899734325
-0.6417426510153826,-0.7324141121587443
-0.7929593702981952,-0.7248685882385201
-0.15643301233976148,-0.6551473470152487
-0.06479378955370507,-0.21534739160114616
-0.36522039992097743,-0.12434982459514604
-0.6074033961563005,-0.7899492116771412
-0.9480892350920735,-0.7534290968271202
-0.5936464475160482,-1.0029926960760749
-1.0662642405381109,-0.5834651887376128
-0.712412974800566,-0.7037140371115591
-0.8897822726044862,-0.7734415996888104
-0.5657926414035507,-0.7372215342575275
-0.5650762483484836,-0.2936126052295648
-0.10415545208405291,-0.2583524830376933
-0.3953442075432172,-0.634614581609292
-0.11909018306583635,-0.690939397120407
-0.5787597337481805,-0.7794893570570418
-0.8017362584668695,-1.0668606550961324
0.035098073324286494,-0.56038012344651
-0.5484489065075254,-0.7489032208313381
-0.8926924582116272,-0.6835411834403672
-1.0665626863004032,-1.3469984923498677
-1.357633131484977,-0.9269510933663774
-1.2024992552939786,-0.9557122799316737
-0.6044429826072409,-0.5982331831052482
-0.23372145328165728,-0.6170515135897859
-0.6419269464454891,-0.9768765357721082
-0.01638028947675796,-0.7527454249418486
-0.6768231724845896,-0.4510592895888563
-0.8100197467556641,-0.6295576435184259
-0.6948672464870662,-1.313751151019812
-0.7353727020040808,-0.6663788857684112
-0.9609186312748264,-1.0376365612185854
-0.7082318474396897,-0.9179292597743152
-0.7402644298349573,-0.7036652315425784
-0.37865863441668673,-1.0597119684842589
-0.9711176849284856,-0.3555028075648088
-0.5164253043435622,-0.7295296179778461
-0.27699461456149016,-0.7063340930419386
-0.062682038886689,-0.6799003503323473
-0.6843453388386253,-0.5427283893467837
-0.10145863835494834,-0.7054581624986943
0.025798094194057652,-0.842393323527863
-0.883591924661139,-1.0468061506453568
-0.5931530558918651,-0.8881291031161057
-1.0886034535540348,-0.9425989697218937
-0.4505816934202692,-1.66944029372606
-0.24859247160283032,-0.48659613954066655
-0.26214581246964486,-0.901998615028906
-0.4329613468376739,-1.0108041445923905
-0.6246968147880898,-1.153116671861732
-0.6009864238937084,-0.7803490389347026
-0.3869206955502268,-1.187466039471749
-0.19690539519848904,-1.0203129084299392
-0.46671573364023483,-1.3360196671915492
-0.9182086112523767,-1.1916237181187364
0.030441776894461425,-0.6546333476273137
-0.45446758441025825,-1.118043735296916
-0.2731642024430346,-0.8831577527729477
-0.2635964236301514,-1.1588827203760201
-0.6552590488067015,-1.1279510232475727
-0.7612701619263422,-0.8206466650739254
-0.4057428420455717,-0.704357111728765
-0.25265924873035167,-1.641601534734636
-0.5848636297019016,-0.672730148276911
-0.3317328556399013,-0.5886061959318024
-0.45242255505345946,-1.2636497728842953
-0.8332552146041013,-1.369716451899534
-0.6654161140104983,-1.6662605842810603
-0.001286679364459753,-1.15717790168953
-1.197325932954866,-0.9077303880965948
-0.24682504005536018,-0.9641704052364984
-0.4270370763281624,-1.1757235695517352
-0.45269137224684164,-1.0169567939639332
-0.753491624497846,-1.139846693576459
-0.8323768023625315,-1.5236089288608743
-0.6360094198567826,-1.0707153110863317
-0.46694453896649324,-0.8799792138858297
-0.8167253535112555,-1.7032269607098067
-0.6002051630828884,-1.7369188228518642
-0.06502918436788896,-1.1609307660519252
-0.28132673072378445,-1.070314167587576
-1.2389500880461501,-1.7144041113887416
-0.5559940603713728,-1.03454748364595
-0.14481480517793333,-1.1663146867775505
-0.8178971054084473,-1.6456680323241444
-0.6497905242250342,-1.1963073646940157
-0.5486936752693468,-1.1700033284429439
-0.2501917611337881,-1.2645875814100878
-0.30555088571359623,-1.1267038358088364
-0.5876572942340722,-1.2868001660879629
-0.6175664987403453,-1.698906344120958
-0.1544444363113593,-0.39776060488024934
-0.38698113149195046,-1.3129461330457157
-0.48423816525854235,-1.433461049878268
-0.7236122969777729,-1.1865477328897147
-0.16856602635161294,-1.1784846773439808
-0.9164317515831772,-1.5011818638033656
-1.2894443262243263,-1.4581518061031007
-0.43290660972950995,-0.8647651152468618
-0.13521314130636491,-1.5401624769610125
-1.144682483491502,-1.5115925484541197
-0.3602597690088688,-1.526871960240455
-0.46540619366903435,-1.3631168554229929
-0.7935017836993996,-1.671721434283809
